Gender,Married,Age,Graduat,Profession,Experience,SpendingScore,FamilySize
,Yes,41.0,,Entertainment,0.0,,4.0
,Yes,75.0,,Lawyer,,High,2.0
Male,No,,Yes,,9.0,Low,
,Yes,89.0,No,,0.0,High,
Male,Yes,45.0,,,0.0,Low,
,Yes,,Yes,Artist,1.0,Average,2.0
,Yes,,No,,6.0,High,
Male,Yes,,Yes,,,Average,
Female,No,53.0,,Entertainment,,Low,
,No,40.0,,,8.0,Low,2.0
,Yes,76.0,,Lawyer,1.0,Low,1.0
Female,Yes,,Yes,Homemaker,,,2.0
Male,Yes,41.0,Yes,,1.0,Low,
Male,Yes,,,Entertainment,3.0,,2.0
Male,Yes,56.0,,Executive,,,5.0
Male,Yes,28.0,No,Entertainment,0.0,,2.0
Female,No,46.0,,Marketing,,,
Female,Yes,72.0,Yes,Doctor,1.0,Average,
,Yes,41.0,No,Doctor,,Low,
,No,28.0,No,,0.0,Low,2.0
Female,Yes,27.0,,,8.0,Average,2.0
Female,No,32.0,,Healthcare,2.0,Low,
Female,No,,No,Doctor,9.0,,4.0
,Yes,45.0,Yes,,,,
Male,No,,Yes,Artist,,,2.0
Female,No,46.0,Yes,Marketing,1.0,Low,1.0
Male,Yes,46.0,Yes,Artist,,Average,
Male,No,,Yes,,,,2.0
Male,Yes,,Yes,,1.0,,
Male,Yes,42.0,,Artist,,,3.0
Female,Yes,60.0,No,,1.0,,9.0
Male,No,,Yes,Engineer,9.0,Low,
,No,18.0,,Healthcare,0.0,Low,
,Yes,52.0,Yes,,1.0,Average,3.0
Female,No,32.0,No,Artist,,Low,
Male,Yes,,,Lawyer,,Low,1.0
,Yes,29.0,Yes,Healthcare,1.0,,2.0
,Yes,37.0,Yes,Entertainment,0.0,Average,3.0
,Yes,,,Entertainment,,,
,No,22.0,No,Healthcare,1.0,,4.0
,Yes,,,Engineer,0.0,,
,Yes,51.0,,Artist,,,2.0
Male,Yes,,Yes,,,Average,2.0
Male,Yes,55.0,Yes,Artist,,Average,
Male,No,22.0,No,Healthcare,,,
Male,No,,No,Artist,,Low,4.0
Female,Yes,84.0,No,,0.0,High,
Male,No,35.0,Yes,Artist,,Low,
Male,Yes,,Yes,Entertainment,0.0,Average,3.0
Male,Yes,73.0,Yes,Artist,5.0,,
Female,No,,No,Engineer,1.0,Low,
Male,No,,Yes,Entertainment,,,5.0
,No,21.0,,,0.0,Low,5.0
Male,No,,No,,1.0,,
Male,Yes,46.0,Yes,,0.0,,
Male,No,32.0,,Entertainment,9.0,Low,
,No,36.0,Yes,Healthcare,6.0,Low,3.0
Male,Yes,37.0,No,Doctor,9.0,,2.0
Male,No,42.0,,Entertainment,1.0,,1.0
Male,Yes,35.0,Yes,Doctor,,Low,
Female,Yes,,,,9.0,Average,2.0
,No,33.0,No,Homemaker,,,1.0
Female,Yes,,No,,,High,2.0
,Yes,59.0,Yes,Artist,0.0,Average,5.0
,Yes,70.0,,Artist,1.0,Low,1.0
,Yes,53.0,No,Entertainment,,Low,1.0
,Yes,80.0,No,Lawyer,1.0,,2.0
Male,Yes,56.0,No,Executive,,,3.0
Male,Yes,,Yes,Artist,,,
Female,Yes,73.0,Yes,Artist,,Average,3.0
Female,Yes,,Yes,Artist,0.0,Average,
,No,30.0,No,,8.0,Low,
,No,23.0,,Healthcare,0.0,Low,
Male,Yes,59.0,,,9.0,Average,
,Yes,56.0,,,,Low,2.0
Female,Yes,40.0,Yes,Artist,8.0,,1.0
Female,Yes,68.0,Yes,,1.0,Low,2.0
,No,29.0,Yes,Artist,1.0,Low,
Female,Yes,,Yes,,,,3.0
Male,No,21.0,No,Healthcare,1.0,Low,4.0
,No,19.0,,,,Low,4.0
Female,Yes,41.0,No,Healthcare,,Average,4.0
,No,,Yes,,,Low,
,No,,No,Doctor,1.0,,
Male,Yes,31.0,,,,,2.0
Male,No,41.0,,Artist,6.0,,1.0
,Yes,,,Executive,0.0,High,4.0
Male,Yes,41.0,Yes,,9.0,,
Male,Yes,81.0,Yes,,,High,
Male,No,26.0,No,Healthcare,,,
Male,Yes,42.0,,Executive,,High,5.0
Female,Yes,,Yes,Artist,0.0,Average,2.0
,Yes,,Yes,,3.0,Average,3.0
Male,Yes,39.0,Yes,Artist,,Low,
Male,Yes,,,,,,2.0
Female,No,25.0,,,,Low,
,No,40.0,,,0.0,Low,2.0
,No,,,Healthcare,0.0,,
,Yes,,,,,,2.0
Female,Yes,65.0,Yes,Artist,0.0,Low,
Male,Yes,,,,0.0,Average,
Female,Yes,,Yes,Engineer,,Low,2.0
Female,Yes,,,,0.0,Average,2.0
,Yes,48.0,No,,,Average,5.0
,Yes,52.0,,Entertainment,,Low,4.0
Male,Yes,,,Lawyer,2.0,,1.0
Female,No,48.0,Yes,,1.0,,1.0
,No,25.0,Yes,Doctor,8.0,Low,
Male,No,,Yes,Healthcare,9.0,,
Male,No,25.0,No,Entertainment,8.0,Low,
,No,21.0,,,,Low,
,No,20.0,,Healthcare,,Low,
Male,No,,,Executive,0.0,Low,3.0
,Yes,25.0,Yes,Artist,,Low,2.0
Male,No,,No,Entertainment,1.0,Low,3.0
Female,Yes,72.0,,,,Average,3.0
,Yes,48.0,Yes,Artist,,,
,No,,No,,,,5.0
Female,Yes,,,,3.0,High,3.0
Female,Yes,32.0,,,8.0,Low,
,Yes,49.0,Yes,Artist,,Low,
Female,Yes,55.0,,Artist,1.0,,2.0
Female,Yes,,Yes,Artist,0.0,Average,3.0
Female,No,37.0,Yes,,,Low,3.0
Male,No,27.0,No,,3.0,Low,4.0
,Yes,32.0,,Homemaker,4.0,,
Male,Yes,36.0,No,Executive,,,4.0
,No,28.0,Yes,Homemaker,11.0,Low,1.0
Male,Yes,72.0,,Entertainment,0.0,,
Male,No,,No,Entertainment,1.0,Low,4.0
Female,No,36.0,Yes,Artist,,Low,
Female,Yes,29.0,,Homemaker,,High,
,Yes,88.0,Yes,Lawyer,1.0,,2.0
,No,38.0,Yes,Engineer,,Low,
Male,Yes,87.0,Yes,,,Low,1.0
Male,Yes,51.0,Yes,Artist,,,
,Yes,,Yes,Entertainment,,Average,4.0
,No,,,,3.0,Low,2.0
Female,Yes,47.0,Yes,Artist,1.0,Average,3.0
,Yes,70.0,No,Artist,,,
Male,No,,No,,,Low,
Male,No,29.0,,Healthcare,0.0,,
Female,No,20.0,,Healthcare,,Low,
,No,41.0,Yes,Artist,1.0,Low,
Male,Yes,,No,Entertainment,,Average,2.0
Male,Yes,28.0,Yes,,,,2.0
Male,No,32.0,Yes,Doctor,0.0,Low,
Male,Yes,75.0,Yes,Lawyer,1.0,,
,No,39.0,Yes,,0.0,Low,
Male,No,18.0,,Healthcare,1.0,Low,3.0
Female,Yes,42.0,Yes,Artist,2.0,Average,2.0
Male,Yes,48.0,,Executive,,Average,4.0
Female,Yes,70.0,,,0.0,,2.0
Male,Yes,,Yes,Artist,1.0,Average,
,No,29.0,Yes,Healthcare,,Low,4.0
Male,Yes,50.0,,Entertainment,,,3.0
Female,No,22.0,,Healthcare,,Low,6.0
Male,Yes,,Yes,Artist,0.0,Low,2.0
Male,Yes,,No,,,,2.0
,Yes,81.0,,,,,
Female,Yes,,Yes,Artist,1.0,,3.0
Male,No,43.0,,,1.0,,
Male,Yes,,Yes,Artist,1.0,High,2.0
Female,No,53.0,Yes,Artist,,Low,2.0
Female,No,29.0,,Artist,12.0,Low,1.0
Female,Yes,86.0,Yes,Lawyer,0.0,High,
Male,Yes,70.0,,,,Average,3.0
,Yes,,,Artist,1.0,,
Male,No,35.0,Yes,,1.0,Low,
,Yes,,Yes,,0.0,High,2.0
Female,Yes,,Yes,Doctor,,High,3.0
Female,No,20.0,,Artist,,Low,
Female,Yes,27.0,No,Engineer,,Average,
Male,Yes,,,,4.0,Low,1.0
Male,Yes,,No,,1.0,Low,1.0
Female,Yes,51.0,,Artist,,,1.0
,Yes,49.0,Yes,Artist,1.0,,3.0
Male,Yes,51.0,,Artist,1.0,Low,3.0
Female,No,,Yes,Artist,1.0,,9.0
,No,,Yes,Entertainment,,,
Female,Yes,31.0,,Entertainment,1.0,Low,1.0
Male,Yes,,No,,1.0,,3.0
Male,Yes,59.0,No,,7.0,Average,5.0
Female,No,,Yes,,,Low,1.0
Male,No,,No,Healthcare,,,
Female,No,48.0,Yes,Entertainment,9.0,Low,2.0
Female,Yes,88.0,Yes,Lawyer,1.0,High,2.0
Female,No,,,Healthcare,12.0,,
Female,No,22.0,No,,,Low,3.0
Male,Yes,,,Artist,,High,2.0
Female,Yes,81.0,No,Engineer,0.0,,2.0
Female,Yes,,No,Doctor,14.0,Average,2.0
,Yes,30.0,No,Doctor,,Average,2.0
Female,No,,,Engineer,,Low,1.0
Male,Yes,,Yes,Artist,,Low,2.0
Male,Yes,,Yes,,0.0,High,3.0
,Yes,39.0,,,,Average,2.0
,No,,No,Entertainment,0.0,,5.0
Male,Yes,35.0,Yes,Executive,,Average,
Female,Yes,,,Artist,1.0,,1.0
,No,27.0,,,,Low,2.0
Male,Yes,60.0,Yes,Marketing,1.0,High,
Male,Yes,52.0,No,Entertainment,,Average,4.0
Male,Yes,32.0,No,,,,3.0
Female,Yes,42.0,Yes,,0.0,Low,
Male,No,,,Entertainment,1.0,,2.0
Male,Yes,75.0,,Lawyer,,High,2.0
Male,No,26.0,,Homemaker,8.0,Low,2.0
,No,,No,Healthcare,,Low,7.0
Female,No,53.0,,Artist,7.0,Low,
,No,32.0,,Doctor,0.0,Low,3.0
Female,Yes,,Yes,,1.0,Average,
,No,,,Artist,8.0,,
Male,Yes,83.0,,Lawyer,,,2.0
,Yes,42.0,Yes,,1.0,Low,2.0
Female,Yes,66.0,No,Lawyer,,,2.0
Male,Yes,62.0,,Executive,,High,
,Yes,,No,Executive,0.0,Low,4.0
Male,No,38.0,Yes,,,Low,
,No,18.0,No,Healthcare,1.0,,5.0
Female,Yes,62.0,,,3.0,,
Male,No,23.0,No,Healthcare,,Low,
Female,Yes,56.0,,,,Average,
Male,No,,Yes,Artist,8.0,Low,
,No,32.0,,Marketing,0.0,,
,No,,No,Marketing,0.0,,
,Yes,,,,,Low,
Male,Yes,35.0,,Executive,,High,4.0
Female,No,30.0,Yes,Healthcare,8.0,Low,
Female,No,,Yes,Engineer,,Low,2.0
Female,No,,Yes,,,Low,1.0
Male,Yes,,Yes,Executive,1.0,,4.0
,No,29.0,Yes,Doctor,3.0,Low,3.0
Male,No,,,Artist,6.0,Low,3.0
Female,No,41.0,Yes,Artist,,Low,1.0
Male,Yes,72.0,,Executive,0.0,High,4.0
,Yes,,,,,Low,2.0
Female,Yes,79.0,Yes,,,High,
Female,No,,No,Marketing,4.0,,
Female,No,,Yes,,0.0,,
Female,No,40.0,Yes,,1.0,Low,
Male,Yes,,Yes,Healthcare,2.0,,
,Yes,,Yes,,4.0,,7.0
Male,Yes,,Yes,Healthcare,2.0,Average,2.0
,No,,,,,,
,Yes,37.0,No,Engineer,,Average,2.0
Male,No,,,Healthcare,,Low,4.0
Female,No,26.0,Yes,Artist,,Low,5.0
Female,No,33.0,No,Healthcare,1.0,Low,3.0
,Yes,59.0,Yes,Artist,,Low,
Male,Yes,,,Artist,,,2.0
,No,43.0,Yes,Marketing,,Low,1.0
Female,Yes,50.0,,,0.0,Average,
Female,No,,,Artist,14.0,,2.0
,No,29.0,No,Engineer,,Low,5.0
,Yes,,Yes,Artist,5.0,,2.0
Female,Yes,75.0,Yes,Lawyer,,High,4.0
Male,No,19.0,No,Entertainment,,Low,6.0
Female,No,,Yes,Artist,1.0,,1.0
Male,No,22.0,No,Healthcare,,Low,5.0
Female,Yes,28.0,Yes,,0.0,Average,2.0
,Yes,45.0,,Artist,,Average,
Male,Yes,,Yes,Entertainment,0.0,Low,
Male,No,40.0,,Entertainment,1.0,,1.0
Male,No,42.0,,,12.0,Low,1.0
Female,No,49.0,,Artist,3.0,Low,
Female,Yes,46.0,Yes,,,,3.0
Male,Yes,46.0,No,Entertainment,8.0,,2.0
,Yes,,Yes,Artist,1.0,,3.0
,Yes,72.0,Yes,,,High,
,No,,,,0.0,Low,
Female,Yes,50.0,Yes,,2.0,Average,
Male,No,,Yes,,0.0,,
Male,Yes,57.0,,Doctor,,,1.0
Female,Yes,,,,,,2.0
Female,Yes,,Yes,Artist,1.0,,6.0
Male,Yes,52.0,,,,Average,6.0
Male,No,20.0,No,Entertainment,5.0,,2.0
Male,No,,No,Marketing,,,
Male,Yes,58.0,Yes,Artist,0.0,Average,3.0
Female,No,,No,,,Low,1.0
,Yes,38.0,Yes,,1.0,Low,4.0
Female,No,,,,,Low,
Male,Yes,43.0,,,8.0,Low,2.0
Female,No,,No,Healthcare,0.0,Low,5.0
,No,29.0,No,,,Low,3.0
Male,Yes,86.0,No,Lawyer,2.0,Average,2.0
Male,No,32.0,No,Healthcare,7.0,,5.0
Female,Yes,52.0,No,Engineer,0.0,Low,6.0
Male,Yes,53.0,Yes,Artist,,Average,4.0
Male,No,29.0,No,Healthcare,9.0,Low,
,Yes,58.0,Yes,,2.0,,1.0
,No,,No,,,Low,5.0
,Yes,39.0,Yes,,0.0,Average,4.0
,Yes,,,Engineer,,Average,3.0
,No,23.0,No,Healthcare,,,
Female,Yes,79.0,Yes,,,,3.0
Female,Yes,70.0,Yes,Lawyer,0.0,High,2.0
Female,No,,No,Artist,,Low,
,Yes,47.0,No,,1.0,High,2.0
Male,Yes,58.0,Yes,,,Average,4.0
Male,Yes,26.0,,Entertainment,,High,6.0
,Yes,,No,,6.0,,5.0
Male,Yes,35.0,Yes,Executive,1.0,Average,
Male,Yes,31.0,Yes,Healthcare,0.0,Low,
Female,Yes,43.0,Yes,Artist,,High,4.0
,No,21.0,,,4.0,Low,
,No,29.0,Yes,Artist,1.0,Low,3.0
Female,No,,,Healthcare,1.0,,3.0
,No,28.0,,,0.0,Low,3.0
Female,No,,Yes,Healthcare,,Low,4.0
,Yes,47.0,Yes,Doctor,8.0,Average,2.0
,Yes,,,Marketing,1.0,High,4.0
Female,No,,No,Marketing,5.0,Low,2.0
,Yes,57.0,,Artist,2.0,,
,Yes,61.0,,,,,
,No,33.0,Yes,,,Low,
Female,Yes,41.0,Yes,Artist,11.0,,
,No,39.0,Yes,,,,3.0
Male,No,40.0,Yes,Doctor,,Low,2.0
Female,Yes,,,Artist,,Low,3.0
Female,Yes,48.0,Yes,Artist,,Average,2.0
,No,33.0,Yes,Doctor,,Low,3.0
Male,No,43.0,,,0.0,Low,1.0
Female,No,,Yes,,,Low,
,Yes,,Yes,Entertainment,,,2.0
,Yes,38.0,,Entertainment,,Low,2.0
Female,No,30.0,,Artist,0.0,Low,
Male,No,39.0,Yes,Marketing,1.0,,
Female,No,46.0,Yes,,,Low,2.0
,Yes,,No,,,High,
Male,Yes,70.0,,Lawyer,0.0,High,2.0
,Yes,41.0,Yes,,9.0,,1.0
Female,Yes,39.0,Yes,Engineer,,,
Female,No,51.0,,Artist,0.0,Low,
,No,20.0,No,Healthcare,,Low,
Female,Yes,,Yes,Doctor,,Average,2.0
,No,26.0,Yes,Marketing,,Low,
Male,No,31.0,No,Marketing,4.0,Low,1.0
Female,No,33.0,Yes,Healthcare,0.0,Low,3.0
Female,No,,No,Doctor,,,
Male,Yes,83.0,No,Lawyer,,High,
Female,Yes,,Yes,Engineer,0.0,,2.0
Female,Yes,,No,Artist,,,3.0
,No,,Yes,Healthcare,,Low,
,No,,,,,Low,
Male,Yes,,Yes,Engineer,,,2.0
Female,No,,,Marketing,1.0,,
Male,Yes,55.0,Yes,,1.0,,2.0
Male,No,29.0,No,Entertainment,1.0,Low,4.0
Male,Yes,76.0,,Lawyer,1.0,Low,1.0
Female,No,23.0,,Healthcare,0.0,Low,
Female,No,18.0,,Healthcare,,,3.0
Female,Yes,49.0,Yes,Engineer,6.0,Low,
Male,No,19.0,No,Healthcare,,Low,5.0
Male,Yes,81.0,,,1.0,,3.0
,No,,Yes,Artist,9.0,,1.0
Male,Yes,59.0,,Doctor,0.0,Average,
Female,No,32.0,No,Healthcare,1.0,Low,5.0
,Yes,35.0,,Artist,,,4.0
Female,Yes,,,,,Average,
Female,Yes,,Yes,Artist,1.0,,1.0
,No,21.0,,Healthcare,,Low,3.0
Female,Yes,77.0,No,,0.0,High,
,No,36.0,,Artist,,Low,1.0
Female,No,,No,Healthcare,0.0,Low,5.0
,Yes,26.0,,,,High,4.0
,Yes,82.0,Yes,Lawyer,,Low,1.0
,No,,No,,2.0,,4.0
,Yes,,,,0.0,,2.0
,Yes,,,Doctor,0.0,Average,
Male,Yes,59.0,,,1.0,,2.0
,Yes,,No,,,,2.0
,No,37.0,Yes,Entertainment,,Low,1.0
,No,25.0,No,Healthcare,1.0,Low,5.0
Female,No,,No,,,Low,4.0
Female,Yes,,Yes,,,Low,
Male,No,29.0,,,0.0,,
Female,Yes,86.0,Yes,,1.0,High,2.0
,No,45.0,,,0.0,,2.0
,No,33.0,No,Homemaker,9.0,Low,1.0
Male,No,20.0,No,,1.0,Low,
,No,,,Artist,,,
Male,Yes,59.0,,Artist,1.0,,
Female,No,20.0,No,Healthcare,3.0,Low,3.0
Female,Yes,62.0,,Artist,1.0,,3.0
Male,Yes,75.0,No,Lawyer,0.0,Low,1.0
,No,,Yes,Entertainment,2.0,Low,
,No,32.0,No,Homemaker,8.0,Low,
,Yes,,,Entertainment,2.0,Average,
,No,43.0,Yes,Artist,1.0,,1.0
Male,Yes,69.0,Yes,Lawyer,,Low,1.0
Male,Yes,,,,1.0,Low,3.0
Female,No,29.0,,Engineer,1.0,Low,
Male,Yes,56.0,Yes,Artist,0.0,Low,1.0
,Yes,51.0,,,,Average,3.0
Male,Yes,,,,9.0,,1.0
Female,No,,,Artist,1.0,,1.0
Male,Yes,28.0,No,,1.0,High,5.0
Female,Yes,48.0,Yes,,,Average,3.0
Female,Yes,74.0,,Artist,0.0,Average,2.0
Male,Yes,51.0,Yes,,1.0,Average,
Female,Yes,88.0,Yes,Lawyer,0.0,Low,1.0
Female,Yes,50.0,Yes,,0.0,Average,2.0
Male,No,19.0,No,Healthcare,,Low,7.0
,No,28.0,Yes,,5.0,Low,
Female,No,,,Artist,,Low,1.0
Female,Yes,45.0,,,1.0,High,
Male,Yes,56.0,Yes,Healthcare,,High,3.0
Female,No,33.0,,Artist,,Low,2.0
,No,29.0,Yes,Artist,,,
Male,Yes,,Yes,Executive,,High,
Female,No,,No,Healthcare,1.0,Low,3.0
Male,No,,,Entertainment,1.0,Low,1.0
,Yes,,Yes,,0.0,Low,
Female,No,26.0,Yes,Doctor,9.0,,4.0
Male,Yes,46.0,Yes,Doctor,7.0,,
Male,Yes,35.0,Yes,,6.0,,2.0
,No,,Yes,Marketing,8.0,Low,6.0
Male,Yes,,Yes,Artist,,,2.0
,Yes,,Yes,,8.0,Average,
Female,Yes,63.0,,Artist,0.0,,
Female,No,,No,Healthcare,,Low,
Female,No,26.0,,,,Low,
Female,Yes,46.0,,Artist,,High,
Male,Yes,70.0,No,,,Average,2.0
,Yes,,Yes,,1.0,Average,4.0
Male,No,33.0,Yes,Entertainment,,Low,1.0
,Yes,,,Homemaker,10.0,Low,3.0
Male,No,39.0,Yes,,,Low,
Female,Yes,,,,,Average,2.0
Male,Yes,,,Artist,1.0,Average,
,Yes,,Yes,Marketing,,,3.0
Female,Yes,26.0,No,,1.0,Average,2.0
,Yes,45.0,,Homemaker,8.0,Low,
,Yes,40.0,No,Engineer,,Low,2.0
,No,42.0,,Marketing,1.0,Low,
Male,No,,No,Healthcare,0.0,,
Female,No,,Yes,Artist,,Low,
,Yes,73.0,Yes,Artist,2.0,High,
Female,No,,Yes,Doctor,9.0,Low,
Male,Yes,35.0,Yes,,9.0,Average,4.0
,No,26.0,Yes,Artist,1.0,,
Female,No,39.0,No,,4.0,Low,3.0
,No,,,Healthcare,1.0,Low,5.0
Female,No,37.0,Yes,,1.0,Low,2.0
,Yes,36.0,,Homemaker,,Average,
Male,Yes,,No,,,Low,3.0
Female,No,,,Engineer,1.0,,1.0
Male,Yes,74.0,,Lawyer,,Low,1.0
,No,,No,Healthcare,,Low,3.0
,No,,No,Healthcare,3.0,,5.0
Female,Yes,,,Artist,0.0,Average,5.0
,Yes,,No,,,,
Female,No,30.0,Yes,Healthcare,2.0,Low,3.0
Male,Yes,66.0,,Entertainment,0.0,,
Male,Yes,,,Entertainment,0.0,,2.0
Female,Yes,43.0,No,Artist,,Low,1.0
Female,Yes,56.0,Yes,Artist,,,1.0
,Yes,42.0,,,,,3.0
Female,No,,,Artist,7.0,Low,1.0
Female,No,40.0,,Engineer,0.0,,1.0
Male,No,,Yes,Healthcare,,Low,1.0
,Yes,39.0,Yes,Artist,,Low,
,No,46.0,,Engineer,,Low,
Female,Yes,40.0,Yes,,,High,
Female,Yes,,No,Lawyer,,,
Female,Yes,45.0,Yes,Homemaker,,High,4.0
Male,Yes,,Yes,Artist,0.0,,2.0
,No,,Yes,Entertainment,0.0,,4.0
Female,Yes,57.0,Yes,,,,
Male,No,32.0,Yes,Healthcare,0.0,Low,4.0
,Yes,27.0,No,Entertainment,,,4.0
Male,No,27.0,No,,6.0,,4.0
Male,No,,Yes,Healthcare,9.0,,
Male,Yes,,,Executive,1.0,,2.0
,No,18.0,No,Healthcare,11.0,,1.0
Female,Yes,,,Artist,0.0,Low,2.0
,Yes,59.0,No,,1.0,Low,2.0
,Yes,36.0,,Entertainment,7.0,Average,
Male,No,,No,Healthcare,1.0,,3.0
,Yes,,Yes,,9.0,,2.0
,No,,,,8.0,Low,5.0
Female,Yes,63.0,Yes,,,,3.0
,No,42.0,Yes,Homemaker,,Low,1.0
Male,Yes,42.0,,,3.0,Average,4.0
Male,Yes,30.0,Yes,Entertainment,,Average,3.0
Female,Yes,25.0,No,,7.0,,2.0
Male,Yes,48.0,No,Executive,,,4.0
Female,Yes,52.0,Yes,Artist,0.0,Low,3.0
Male,Yes,,Yes,Artist,,Average,2.0
,Yes,74.0,,Lawyer,,,1.0
Female,Yes,33.0,,Homemaker,,Average,4.0
,Yes,45.0,No,,11.0,,
,Yes,49.0,No,,1.0,Low,1.0
Male,Yes,,,Doctor,8.0,,2.0
Female,Yes,40.0,No,Engineer,0.0,Low,
Female,No,,,Artist,,Low,3.0
Male,Yes,72.0,No,,2.0,,7.0
Female,Yes,49.0,Yes,,2.0,Average,4.0
,No,26.0,No,,0.0,Low,
Male,Yes,,Yes,,0.0,,4.0
,No,,Yes,Entertainment,,Low,2.0
Male,No,52.0,Yes,Entertainment,,Low,
Female,Yes,,,Homemaker,,High,
Male,No,19.0,No,Healthcare,,Low,
,Yes,52.0,Yes,,,,3.0
,No,41.0,No,,,Low,1.0
,Yes,56.0,Yes,Engineer,0.0,High,2.0
Female,Yes,,,Marketing,9.0,,1.0
Male,Yes,57.0,Yes,,0.0,Low,
Male,Yes,,Yes,Entertainment,0.0,Low,
Male,No,27.0,No,Entertainment,14.0,Low,3.0
Male,Yes,50.0,,Doctor,,Average,3.0
Female,No,40.0,Yes,Artist,2.0,Low,
,Yes,,Yes,Artist,,,
Female,No,41.0,,,1.0,Low,
Male,Yes,70.0,No,Entertainment,1.0,Low,1.0
Male,No,32.0,Yes,Entertainment,1.0,Low,
,No,,No,Marketing,,Low,4.0
,No,73.0,Yes,Lawyer,,Low,
,No,19.0,No,,7.0,,5.0
,Yes,,,Artist,,Average,2.0
,Yes,33.0,,Doctor,9.0,Average,
Female,Yes,,Yes,Artist,1.0,,
Female,Yes,,,Lawyer,,,
Male,No,,No,Doctor,6.0,Low,
,Yes,35.0,Yes,Engineer,5.0,,2.0
Male,Yes,,Yes,Artist,,Average,2.0
Female,No,48.0,,Artist,1.0,,1.0
,Yes,45.0,Yes,Engineer,5.0,,5.0
Male,No,20.0,No,Healthcare,,,
,Yes,,Yes,,2.0,,2.0
,Yes,,,Lawyer,,,
Female,No,26.0,,Engineer,,,2.0
Female,No,,,Artist,,,1.0
Male,Yes,,,Entertainment,0.0,High,
Male,Yes,,No,Executive,,Average,
,Yes,53.0,,Executive,9.0,,1.0
,No,42.0,Yes,Artist,,,2.0
,No,,Yes,Homemaker,9.0,,3.0
,Yes,,Yes,Artist,,Low,
Male,Yes,52.0,Yes,Artist,2.0,Average,
Female,No,,,Doctor,,Low,5.0
Male,Yes,,No,Artist,,Low,2.0
Male,Yes,,,,0.0,,4.0
Male,No,33.0,,Healthcare,,,2.0
,Yes,31.0,,Executive,9.0,,2.0
,Yes,,No,Entertainment,0.0,Average,
Male,Yes,47.0,,Artist,,,3.0
,Yes,,,,0.0,,2.0
,Yes,31.0,Yes,,0.0,Average,2.0
Male,No,30.0,No,,0.0,Low,5.0
,No,,Yes,Marketing,0.0,,
Male,Yes,41.0,,,7.0,,2.0
Female,Yes,,No,Engineer,,High,
,No,51.0,,,,Low,
Male,Yes,46.0,Yes,Artist,1.0,Average,4.0
Male,Yes,,No,Executive,,High,2.0
Male,No,,Yes,Healthcare,8.0,Low,1.0
,No,21.0,,,,Low,
Male,No,,No,Healthcare,0.0,Low,5.0
Female,Yes,,Yes,Lawyer,,High,2.0
Male,Yes,68.0,No,Executive,0.0,High,
Female,No,,No,Doctor,,,5.0
,No,35.0,Yes,Healthcare,9.0,Low,1.0
,Yes,,,,1.0,,4.0
Male,Yes,72.0,,Artist,0.0,,2.0
Male,Yes,,Yes,Artist,,Low,
Male,No,27.0,No,Doctor,7.0,,
Female,No,33.0,,,1.0,Low,1.0
Female,Yes,69.0,,Entertainment,1.0,High,2.0
Male,No,,,,0.0,Low,5.0
Male,Yes,47.0,No,Entertainment,,Low,
Male,Yes,53.0,,Artist,8.0,Low,1.0
Male,Yes,63.0,,,,Average,
,Yes,32.0,No,,8.0,,1.0
Female,Yes,41.0,Yes,Entertainment,5.0,High,
Male,Yes,38.0,Yes,Entertainment,0.0,Low,2.0
Female,No,25.0,No,Doctor,0.0,,3.0
Male,Yes,,Yes,,0.0,Average,
,No,,Yes,Doctor,,Low,
Female,Yes,,Yes,Entertainment,0.0,Low,
Female,Yes,,,,,Average,
,No,,No,,0.0,,
Male,Yes,68.0,No,,,,2.0
Male,No,35.0,,Artist,,,
Male,No,27.0,,Healthcare,1.0,,4.0
,Yes,,,,1.0,Low,
,Yes,46.0,,Entertainment,,Low,
Female,No,40.0,,Artist,0.0,Low,4.0
,Yes,,Yes,Entertainment,,,4.0
,Yes,62.0,Yes,Homemaker,1.0,Low,
,Yes,43.0,,Entertainment,8.0,Low,1.0
,Yes,46.0,,Entertainment,,Low,
,No,42.0,Yes,Artist,,,1.0
Female,No,,,Healthcare,,Low,4.0
Male,No,19.0,No,Entertainment,1.0,Low,
,Yes,36.0,Yes,Artist,,Average,2.0
Male,Yes,43.0,Yes,Engineer,5.0,,2.0
Male,No,32.0,No,Doctor,9.0,,4.0
Male,No,40.0,Yes,Artist,8.0,Low,
,Yes,48.0,Yes,,,High,
,No,,Yes,Doctor,7.0,Low,
,Yes,,No,Lawyer,,Low,3.0
Female,No,38.0,,Marketing,,Low,4.0
Male,Yes,35.0,,Artist,2.0,,3.0
,No,,Yes,Artist,,,
Male,Yes,,Yes,Artist,,,
Female,No,26.0,,Healthcare,,Low,
,No,,,Artist,5.0,,4.0
Male,Yes,75.0,No,,1.0,Low,1.0
Female,Yes,25.0,,Entertainment,,Low,2.0
Female,Yes,,,Artist,,Average,2.0
,Yes,56.0,,Doctor,,Low,1.0
Male,Yes,41.0,,Entertainment,2.0,Average,
Male,No,,Yes,,,,1.0
,No,36.0,,,,Low,
,No,31.0,Yes,Artist,0.0,,2.0
Male,Yes,,,Lawyer,,Low,2.0
,No,30.0,,,1.0,,
Male,Yes,62.0,No,,1.0,,2.0
Female,No,,Yes,Homemaker,10.0,,1.0
Female,Yes,72.0,No,,,High,7.0
,No,,,Healthcare,,Low,3.0
