alcohol,density,volatile acidity,free sulfur dioxide,qualitywhite
11.5,991.0,0.21,37.0,7
11.4,0.9931,0.22,23.0,6
10.5,0.99444,0.2,19.0,7
12.6,0.99164,0.31,33.0,7
8.7,1.00044,0.23,19.0,5
11.0,0.99112,0.15,61.0,6
11.3,0.99058,0.16,39.0,7
10.2,0.99742,0.15,79.5,6
11.6,0.98961,0.22,32.0,6
9.8,0.99438,0.3,27.0,5
10.1,0.99344,0.3,24.0,5
9.2,0.99904,0.26,23.0,5
9.1,0.99884,0.24,26.0,6
9.1,0.99884,0.24,26.0,6
9.1,0.99884,0.24,26.0,6
9.1,0.99884,0.24,26.0,6
11.7,0.98949,0.15,45.0,6
12.6,0.99014,0.34,29.0,6
9.0,0.99786,0.35,61.0,5
10.1,0.99206,0.31,53.0,5
13.6,0.98722,0.67,5.0,5
9.1,0.99884,0.24,26.0,6
9.2,0.99666,0.2,57.0,5
8.8,0.99754,0.28,45.0,5
10.0,0.99272,0.18,34.0,4
9.1,0.99712,0.35,20.0,6
11.2,0.99104,0.22,29.0,5
9.2,0.99373,0.18,20.0,6
9.2,0.99904,0.26,23.0,5
9.5,0.9956,0.3,54.0,5
11.9,0.99095,0.34,40.0,7
9.8,0.99382,0.3,28.0,5
9.8,0.99382,0.31,29.0,5
10.8,0.99299,265.0,46.0,7
11.3,0.99048,255.0,29.0,6
12.1,0.99254,0.26,13.0,6
11.3,0.9902,0.17,22.0,7
10.8,0.99299,265.0,46.0,7
13.5,0.99012,0.2,21.0,7
10.3,0.99293,0.28,11.0,5
9.0,1.00022,0.22,58.0,6
11.6,0.99382,0.34,51.0,6
10.3,0.99293,0.28,11.0,5
12.5,0.98954,0.19,39.0,6
8.6,0.99936,0.21,28.0,5
13.4,0.9884,0.22,34.0,6
12.7,0.99144,0.32,18.0,4
9.2,0.99324,0.21,65.0,5
10.2,0.99174,0.26,18.0,6
9.0,0.99792,0.15,29.0,7
9.0,0.99792,0.15,29.0,7
9.0,0.99792,0.15,29.0,7
9.0,0.99792,0.15,29.0,7
9.0,0.99792,0.15,29.0,7
9.0,0.99792,0.15,29.0,7
9.0,0.99792,0.15,29.0,7
11.9,0.99043,0.27,45.0,5
9.0,0.99654,0.22,67.0,6
9.0,0.99758,0.24,47.0,5
11.0,0.99374,0.28,40.0,6
9.0,0.99792,0.15,29.0,7
10.0,0.99243,0.17,10.0,5
10.7,0.99216,0.26,25.0,5
10.7,0.99215,0.27,24.0,5
13.4,0.98953,0.46,29.0,8
11.0,0.99278,0.19,47.0,6
10.0,0.99243,0.17,10.0,5
10.7,0.99216,0.26,25.0,5
10.7,0.99215,0.27,24.0,5
11.0,0.99278,0.19,47.0,6
11.0,0.99186,0.2,31.0,6
11.1,0.99072,0.17,22.0,7
10.9,0.99244,0.2,10.0,5
11.5,0.99084,0.39,22.0,5
13.4,0.98953,0.46,29.0,8
9.4,0.99754,0.4,59.0,5
9.4,0.99754,0.4,59.0,5
9.4,0.99754,0.4,59.0,5
10.6,0.99567,0.24,53.0,6
9.4,0.99754,0.4,59.0,5
12.0,0.99094,0.27,15.0,4
10.2,0.99532,0.27,61.0,6
10.6,0.99567,0.24,53.0,6
13.5,0.9874,0.61,65.0,5
9.7,0.99794,0.42,61.0,5
12.2,0.99122,0.33,41.0,6
12.3,0.99226,0.33,29.0,5
12.2,0.99122,0.33,41.0,6
11.4,0.99099,0.15,38.0,7
12.7,0.99134,0.32,31.0,7
9.7,0.99794,0.42,61.0,5
10.8,0.99338,0.25,31.0,6
11.0,0.9938,0.27,23.0,6
9.5,0.9955,0.27,52.0,5
10.1,0.99776,0.25,29.0,6
13.2,0.98964,0.19,11.0,7
8.8,0.99808,0.29,61.5,5
9.5,0.99551,0.34,54.0,5
9.5,0.99548,0.27,53.0,5
9.5,0.99541,0.26,52.0,6
9.5,0.9955,0.27,52.0,5
9.5,0.99536,0.26,46.0,5
10.4,0.99524,0.25,53.0,6
9.9,0.9961,0.32,63.0,6
10.0,0.99224,0.24,22.0,5
10.1,0.99776,0.25,29.0,6
9.4,0.99702,0.13,33.0,6
9.3,0.99657,0.39,13.0,5
10.9,0.99176,0.21,21.0,5
11.4,0.99166,0.3,21.0,5
10.3,0.99242,0.2,7.0,5
11.0,0.99109,0.18,20.0,6
10.9,0.99176,0.21,21.0,5
10.8,0.99278,0.17,16.0,6
10.3,0.99242,0.2,7.0,5
11.0,0.99109,0.18,20.0,6
9.3,0.99657,0.39,13.0,5
10.2,0.99358,0.21,7.0,5
10.2,0.99358,0.21,7.0,6
10.8,0.99278,0.17,16.0,6
10.5,0.99705,0.26,42.0,3
11.1,0.9912,0.28,23.0,5
10.9,0.99176,0.21,21.0,5
11.4,0.99166,0.3,21.0,5
10.3,0.99677,0.34,31.0,5
12.9,0.99172,0.43,18.0,7
9.9,0.9953,0.41,28.0,5
11.3,0.99186,0.4,43.0,6
11.5,0.99188,0.35,36.0,6
11.5,0.99188,0.35,36.0,6
10.7,0.99158,0.3,34.0,5
10.4,0.99522,0.28,52.0,6
12.5,0.99176,0.33,39.0,6
9.5,0.99558,0.26,48.0,5
11.3,0.9911,0.24,31.0,7
13.0,0.99016,0.46,12.0,6
11.5,0.99188,0.35,36.0,6
11.5,0.98956,0.23,13.0,5
11.3,0.99186,0.4,43.0,6
13.2,0.99062,0.44,24.0,7
11.5,0.99274,0.26,23.0,7
9.6,993.0,0.31,30.0,5
9.6,993.0,0.31,30.0,5
9.7,0.9978,0.15,45.0,6
9.2,0.9946,0.41,49.0,5
8.4,0.99429,0.31,34.0,5
12.4,0.99002,0.27,41.0,6
12.4,0.99002,0.27,41.0,6
9.2,0.9946,0.41,49.0,5
8.4,0.99429,0.31,34.0,5
11.7,0.9909,0.37,24.0,6
11.0,0.99294,0.21,41.0,6
11.9,0.99044,0.26,36.0,6
13.2,0.98958,0.34,46.0,7
11.7,0.9909,0.37,24.0,6
9.1,0.9986,0.32,36.0,5
12.6,0.99262,0.24,20.0,6
9.1,0.9986,0.32,36.0,5
10.5,0.99212,0.39,23.0,6
10.6,0.99628,0.31,18.0,5
12.6,0.99262,0.24,20.0,6
13.7,0.98913,0.17,32.0,7
12.0,0.99021,0.2,38.0,6
12.5,0.99198,0.32,26.0,7
12.1,0.99226,0.12,40.0,6
11.3,0.99159,0.18,68.0,6
12.0,0.99021,0.2,38.0,6
10.3,0.99224,0.17,28.0,6
12.7,0.99068,0.21,47.0,6
9.2,0.99587,0.25,52.0,5
9.2,0.99587,0.25,52.0,5
9.5,0.99728,0.22,108.0,6
10.1,0.99364,0.27,98.0,6
10.1,0.99364,0.27,98.0,6
13.0,0.99018,0.39,17.0,7
13.1,0.98968,0.31,41.0,6
11.0,0.99178,0.23,59.0,6
9.2,0.99587,0.25,52.0,5
9.4,0.9961,0.22,112.0,6
9.5,0.99728,0.22,108.0,6
10.2,0.99534,0.23,74.0,6
10.1,0.99364,0.27,98.0,6
8.6,0.99864,0.36,63.0,4
9.0,0.99776,0.37,58.0,5
9.6,0.99545,0.26,50.0,5
9.9,0.99299,0.22,45.0,7
10.5,0.99665,0.22,54.0,5
11.4,0.99069,0.28,20.0,5
9.4,0.99692,0.35,58.0,5
11.1,0.99324,0.73,25.0,4
8.9,0.99896,0.28,42.0,6
8.9,0.99896,0.28,42.0,6
10.8,0.99226,0.2,28.0,5
12.2,0.99226,0.33,34.0,6
8.9,0.99896,0.28,42.0,6
12.5,0.99076,0.24,21.0,6
12.2,0.99226,0.33,34.0,6
12.5,0.99076,0.24,21.0,6
8.9,0.99896,0.28,42.0,6
10.8,0.9951,0.27,43.0,6
11.4,0.99234,0.38,28.0,6
10.8,0.99226,0.2,28.0,5
10.6,0.99368,0.21,47.0,5
9.2,0.9937,0.34,17.0,5
12.2,0.99151,435.0,21.0,6
12.3,0.99021,0.25,17.0,6
10.4,0.99479,0.26,40.0,6
10.4,0.9954,0.24,72.0,6
11.0,0.99176,0.23,54.0,7
10.6,0.99368,0.21,47.0,5
9.2,0.9937,0.34,17.0,5
13.5,0.99246,0.65,4.0,4
11.4,0.9908,0.22,12.0,6
11.5,0.98994,0.27,26.0,6
14.0,0.98746,455.0,33.0,7
12.5,0.99028,0.33,34.0,7
12.5,0.99028,0.33,34.0,7
12.8,0.98867,0.31,30.0,7
11.2,0.99174,0.39,45.0,7
11.2,0.99174,0.39,45.0,7
13.6,0.99021,0.37,49.0,6
9.2,0.99304,0.23,70.0,6
12.5,0.99028,0.33,34.0,7
11.1,0.99154,0.25,24.0,6
11.2,0.99174,0.39,45.0,7
14.0,0.98746,455.0,33.0,7
13.6,0.99021,0.37,49.0,6
9.4,0.9956,0.28,49.0,5
14.2,0.98779,0.35,31.0,7
13.2,0.98836,0.31,28.0,6
11.2,0.99138,0.25,24.0,6
10.2,0.99751,0.36,46.0,5
12.8,0.98867,0.31,30.0,7
10.1,0.99249,0.31,16.0,5
10.1,0.99249,0.31,16.0,5
10.3,0.99239,0.22,38.0,5
9.9,0.99512,0.14,30.0,6
11.5,0.99098,0.22,17.0,5
9.0,0.99872,0.32,27.0,5
9.0,0.99872,0.32,27.0,5
12.1,0.98894,0.28,25.0,6
13.3,0.988245,0.3,28.0,6
11.5,0.99326,0.22,43.0,8
11.0,0.99328,0.31,28.0,4
10.7,0.99222,0.27,26.0,6
9.4,0.99898,0.46,50.0,5
10.3,0.99486,0.23,16.0,6
9.3,0.99528,0.36,51.5,5
12.0,0.99062,0.18,41.0,6
11.0,0.99282,0.27,47.0,6
9.3,996.0,0.4,36.0,5
10.1,0.99138,345.0,32.0,5
11.1,0.99166,0.23,26.0,6
9.9,0.99408,0.2,26.0,6
11.0,0.99281,0.27,47.0,6
11.0,0.99282,0.27,47.0,6
12.5,0.98964,0.3,31.0,6
12.7,0.98952,0.3,41.0,7
9.3,0.99469,0.14,26.0,5
9.3,996.0,0.4,36.0,5
10.1,0.99138,345.0,32.0,5
8.8,0.9991,0.33,36.0,5
11.2,0.99047,0.16,34.0,6
10.8,0.99178,0.22,45.0,7
8.8,0.9991,0.33,36.0,5
11.2,0.99047,0.16,34.0,6
10.3,0.99207,0.24,22.0,5
12.0,0.99152,0.31,15.0,5
9.5,0.99438,185.0,36.0,6
9.5,0.99438,185.0,36.0,6
9.8,0.99622,0.43,54.0,6
9.0,0.99773,0.39,55.0,5
13.0,0.99088,0.58,40.0,7
11.8,0.99108,0.34,13.0,7
8.8,0.99803,0.35,61.0,5
11.2,0.99304,0.38,18.0,4
9.5,0.99438,185.0,36.0,6
9.4,0.99548,0.27,35.0,4
9.5,0.99551,0.29,35.0,6
10.4,0.99152,0.17,33.0,6
9.8,0.99572,0.18,42.0,7
10.4,0.99152,0.17,33.0,6
10.3,0.99244,0.37,16.0,6
9.4,0.99548,0.27,35.0,4
9.5,0.99551,0.29,35.0,6
11.9,0.9903,0.24,61.0,7
12.8,0.99162,0.32,35.0,7
13.0,0.99116,0.27,18.0,6
10.4,0.9922,0.29,41.0,7
10.4,0.99223,0.29,41.0,6
10.7,0.99481,0.22,54.0,5
10.7,0.9928,0.22,81.0,7
11.9,0.9903,0.24,61.0,7
10.4,0.99429,0.23,31.0,6
12.8,0.99162,0.32,35.0,7
9.9,0.99454,0.11,45.0,6
9.9,0.99454,0.11,45.0,6
9.4,0.99863,0.23,73.0,6
11.4,991.0,0.2,46.0,6
9.9,0.99454,0.11,45.0,6
9.4,0.99863,0.23,73.0,6
9.2,0.99317,0.2,36.0,5
10.5,0.99173,0.19,26.0,7
11.0,0.99455,0.28,32.0,7
11.0,0.99455,0.28,32.0,7
12.1,0.99186,0.37,3.0,5
11.0,0.99455,0.28,32.0,7
12.8,0.98944,0.26,37.0,7
10.5,0.9942,0.24,25.0,6
10.5,0.9942,0.24,25.0,6
10.5,0.9942,0.24,25.0,6
9.5,0.99238,0.25,21.0,5
9.2,0.99782,0.25,25.0,6
11.1,0.99111,0.14,40.0,6
12.3,0.99067,0.38,33.0,7
11.1,0.99111,0.14,40.0,6
12.6,0.98878,0.15,10.0,6
9.5,0.99238,0.25,21.0,5
9.2,0.99782,0.25,25.0,6
10.8,0.9938,0.22,40.0,6
11.3,0.99143,0.21,39.0,6
12.8,0.98944,0.26,37.0,7
10.5,0.9942,0.24,25.0,6
9.8,0.99588,0.46,56.0,6
8.5,1.00038,0.18,56.0,6
9.3,0.99424,0.32,6.0,5
9.2,0.99626,0.4,45.0,5
11.4,0.99076,0.23,32.0,6
8.5,1.00038,0.18,56.0,6
9.3,0.99424,0.32,6.0,5
8.4,0.99536,0.37,6.0,4
9.2,0.99318,0.23,35.0,5
9.2,0.99626,0.4,45.0,5
10.4,0.99726,0.19,52.0,6
11.6,0.99126,0.28,50.0,6
12.4,0.98998,0.32,37.0,6
10.4,0.99726,0.19,52.0,6
9.3,0.99304,0.26,22.0,5
12.2,0.9892,0.25,37.0,6
11.0,0.99296,0.28,33.0,6
11.4,0.99047,0.19,30.0,5
9.5,0.9924,0.29,15.0,5
9.2,0.9989,0.27,16.0,5
11.1,0.99338,0.26,23.0,6
9.2,0.9989,0.27,16.0,5
11.0,0.99404,0.2,53.0,6
9.9,0.99287,0.33,40.0,5
9.9,0.99286,0.34,43.0,5
9.5,0.9924,0.29,15.0,5
12.4,0.99058,1.1,8.0,4
9.4,0.9934,0.24,48.0,5
9.3,0.99545,0.24,45.0,5
8.7,0.9984,0.16,25.0,7
8.7,0.9984,0.16,25.0,7
8.7,0.9984,0.16,25.0,7
8.7,0.9984,0.16,25.0,7
9.0,0.99971,0.17,33.0,7
10.7,0.99546,0.19,49.0,6
10.7,0.99546,0.19,49.0,6
11.3,0.99058,0.16,32.0,6
8.7,0.9984,0.16,25.0,7
11.7,0.99314,0.3,22.0,6
9.3,0.99545,0.24,45.0,5
8.7,0.9984,0.16,25.0,7
9.0,0.99971,0.17,33.0,7
11.7,0.99314,0.3,22.0,6
10.7,0.99565,0.43,25.0,5
11.4,0.99056,0.17,38.0,6
10.7,0.99546,0.19,49.0,6
11.3,0.99058,0.16,32.0,6
10.0,0.99362,0.41,20.0,5
10.0,0.99362,0.41,20.0,5
11.2,0.99196,0.36,27.0,6
9.7,0.99255,0.17,44.0,5
12.5,0.99027,0.28,23.0,5
12.9,0.99302,0.5,32.0,8
11.8,0.99257,0.44,60.0,6
10.6,0.99506,0.38,22.0,5
11.8,0.99257,0.44,60.0,6
10.7,0.9952,0.24,54.0,6
9.9,0.99498,0.28,41.0,5
12.0,0.9903,0.26,23.0,6
10.4,0.99706,0.16,70.5,7
8.5,0.99398,0.36,11.0,5
9.9,0.99588,0.35,15.0,4
9.4,0.99691,0.25,52.5,6
10.4,0.99608,0.37,33.0,5
11.0,0.99142,0.25,21.0,6
11.0,0.99138,0.23,21.0,6
10.4,0.99432,265.0,27.0,6
9.8,0.99592,0.25,58.0,6
9.4,0.99691,0.25,52.5,6
10.6,0.99432,0.23,37.0,6
10.1,0.99266,0.3,32.0,5
11.5,0.99456,0.33,20.0,8
11.4,0.9915,0.26,14.0,6
9.2,0.99322,0.2,30.0,6
9.7,0.9927,0.21,33.0,6
11.3,0.99173,0.25,16.0,6
9.6,0.99412,0.27,36.0,6
8.9,0.99666,0.24,44.0,6
10.0,0.99425,0.14,21.0,6
9.2,0.99314,0.5,19.0,6
9.0,0.99672,0.41,20.0,6
12.8,0.99024,0.25,29.0,7
9.0,0.99672,0.41,20.0,6
9.5,0.99366,0.25,13.0,5
10.0,0.99425,0.14,21.0,6
11.0,0.99299,0.21,30.0,5
9.2,0.99314,0.5,19.0,6
10.6,0.99528,0.29,24.0,6
10.0,0.99568,0.37,54.0,5
10.0,0.99568,0.37,54.0,5
11.7,0.99062,0.31,22.0,7
12.5,0.99058,0.45,17.0,7
11.1,0.99059,0.3,36.0,7
9.7,0.99119,0.23,46.0,5
12.3,0.99727,0.3,45.0,6
12.2,0.99021,0.28,43.0,6
11.3,0.99238,255.0,46.0,6
11.6,0.99164,0.4,23.0,5
11.3,0.99006,0.21,18.0,6
11.1,0.99078,0.2,30.0,6
11.2,0.99036,0.17,32.0,6
11.3,0.99123,0.21,35.0,6
12.0,0.98978,0.26,29.0,6
8.8,0.99908,0.35,33.0,6
8.8,0.99908,0.35,33.0,6
12.0,0.99022,0.43,19.0,8
12.0,0.99024,0.4,22.0,7
9.0,0.9973,0.28,48.0,5
9.3,0.99853,0.23,42.0,6
8.7,0.99769,0.34,33.0,6
12.8,0.98954,0.44,13.0,6
11.5,0.98974,0.13,23.0,7
10.0,0.99382,0.17,44.0,5
10.0,0.99383,0.18,45.0,5
10.3,0.99538,0.31,51.0,5
10.4,0.99734,0.33,62.0,5
13.4,0.98981,0.34,18.0,7
11.2,0.99095,0.29,18.0,6
9.1,0.9964,0.31,47.0,5
9.1,0.9964,0.31,47.0,5
10.8,0.99411,0.25,24.0,6
12.5,0.9915,0.27,26.0,6
11.3,0.99234,0.26,27.0,5
12.8,0.99016,0.65,20.0,6
9.1,0.9964,0.31,47.0,5
12.7,0.98949,0.23,8.0,6
11.0,0.99287,0.18,53.0,7
10.4,0.99544,0.28,51.0,6
10.4,0.99544,0.28,51.0,6
10.7,0.9941,0.27,43.0,6
10.9,994.0,0.25,56.0,6
10.4,0.99544,0.28,51.0,6
10.4,0.99546,0.26,54.0,6
9.7,0.99737,0.13,56.0,7
11.0,0.99287,0.18,53.0,7
9.6,0.99767,0.2,8.0,6
13.9,0.98711,0.24,40.0,7
9.4,0.99714,0.48,6.0,5
12.5,0.99134,0.26,29.0,6
9.6,0.99767,0.2,8.0,6
9.5,0.9927,0.3,50.0,5
9.6,0.9948,0.32,61.0,5
9.5,0.9927,0.3,50.0,5
9.6,0.99481,0.34,63.0,5
8.7,0.99825,0.16,33.0,7
8.7,0.99825,0.16,33.0,7
8.7,0.99825,0.16,33.0,7
8.7,0.99825,0.16,33.0,7
8.7,0.99825,0.16,33.0,7
8.7,0.99825,0.16,33.0,7
10.4,0.99192,0.26,12.0,5
10.7,0.99184,0.31,13.0,5
12.0,0.99019,0.22,23.0,7
12.1,0.98998,0.23,35.0,7
13.1,0.98886,0.17,39.0,8
12.4,0.98998,0.19,30.0,6
12.6,0.98949,0.21,45.0,7
8.7,0.99825,0.16,33.0,7
12.0,0.99009,0.22,31.0,5
11.6,0.99252,0.34,14.0,6
9.3,0.99288,0.34,36.0,5
9.3,0.99659,0.24,65.0,6
11.1,0.99133,0.35,25.0,7
10.2,0.99324,0.24,68.0,6
10.6,0.99164,0.25,35.0,6
11.3,0.99107,0.19,49.0,7
9.4,0.9986,0.24,81.0,5
9.3,0.99708,0.31,31.0,6
11.1,0.99163,0.25,15.0,6
9.9,0.99605,0.38,15.0,6
11.8,0.99065,0.3,29.0,7
12.6,0.9903,0.33,24.0,7
9.4,0.9986,0.24,81.0,5
10.5,0.99236,0.27,23.0,5
12.3,0.98948,0.24,40.0,6
11.3,0.99045,0.33,25.0,6
9.6,0.9939,0.21,21.0,5
12.0,0.98985,0.22,14.0,6
11.2,0.99138,0.27,36.0,5
10.2,0.99348,0.2,28.0,6
12.4,0.99066,0.27,26.0,6
10.2,0.99348,0.2,28.0,6
13.4,0.98862,0.45,24.0,8
12.6,0.98865,0.22,25.0,6
9.8,0.99472,0.3,34.0,5
9.1,0.99792,0.36,63.0,5
12.4,0.99066,0.27,26.0,6
12.5,0.99035,0.24,28.0,6
11.7,0.99086,0.41,25.0,6
12.9,0.99013,0.24,37.0,6
10.1,0.99266,0.3,27.0,5
10.3,0.99517,0.26,33.0,6
11.7,0.99086,0.41,25.0,6
10.3,0.99666,0.32,29.0,6
10.8,991.0,0.25,42.0,7
11.2,0.99068,0.23,19.0,6
11.8,0.99084,0.23,26.0,6
9.8,0.9939,0.17,26.0,6
10.0,0.99624,0.38,32.0,6
8.8,0.99602,0.31,13.0,4
10.1,0.9926,0.38,5.0,4
9.5,0.99718,0.44,68.0,5
9.5,0.99718,0.44,68.0,5
9.5,0.99718,0.44,68.0,5
9.2,0.99344,0.38,27.0,4
12.2,0.99184,0.33,31.0,6
9.5,0.99718,0.44,68.0,5
11.3,0.99033,0.19,29.0,6
12.1,0.99248,0.28,44.0,6
9.2,0.99344,0.38,27.0,4
11.2,0.99076,0.43,6.0,4
12.5,0.99092,0.22,26.0,7
10.6,0.99486,345.0,38.0,5
10.4,0.99464,255.0,66.0,7
10.1,0.99235,0.2,16.0,7
9.9,0.99612,0.29,33.0,6
11.0,0.99202,0.26,11.0,6
10.0,0.99261,0.22,10.0,6
12.7,0.98964,0.35,29.0,6
12.1,0.99206,0.39,10.0,6
10.4,0.9938,0.23,23.0,6
10.4,0.99204,0.22,23.0,6
9.2,0.99736,0.29,21.0,5
9.2,0.99736,0.29,21.0,5
10.5,0.99192,0.23,27.0,5
9.2,0.99736,0.29,21.0,5
11.9,0.99002,0.28,38.0,7
10.1,996.0,0.26,47.0,6
11.1,0.99237,0.27,62.0,6
10.8,0.99214,0.22,69.0,7
11.8,0.99041,0.26,23.5,6
9.2,0.9982,0.36,44.0,5
9.2,0.99822,0.35,42.0,5
12.3,0.9893,0.18,21.0,6
10.1,0.99274,0.36,26.0,6
11.4,0.99105,0.14,26.0,6
10.4,0.99209,0.23,39.0,6
9.8,0.99676,0.11,44.0,6
9.9,0.99251,0.24,29.0,6
9.8,0.99676,0.11,44.0,6
11.2,0.99082,0.47,11.0,4
10.9,0.99567,0.29,25.0,5
9.2,0.99416,0.33,16.0,5
9.2,0.99416,0.33,16.0,5
12.0,0.9887,0.32,39.0,5
12.1,0.98871,0.3,37.0,6
12.4,0.99248,0.31,20.0,6
11.2,0.99184,0.36,44.0,6
12.7,0.98952,0.31,19.0,7
12.2,0.99267,0.52,23.0,6
12.2,0.99269,0.55,19.0,6
12.2,0.98912,0.2,44.0,6
11.2,0.99184,0.36,44.0,6
12.7,0.98952,0.31,19.0,7
12.7,0.9895,0.29,20.0,7
12.1,0.98999,0.22,27.0,6
9.4,0.9981,0.46,44.0,5
10.1,995.0,0.21,64.0,6
9.4,0.99848,0.42,57.0,5
8.9,0.99862,0.22,41.0,6
8.9,0.99862,0.22,41.0,6
8.9,0.99862,0.22,41.0,6
8.9,0.99862,0.22,41.0,6
13.0,0.98886,0.31,27.0,7
10.3,0.99474,0.22,37.0,5
10.1,0.99126,0.18,5.0,4
10.5,0.99691,0.24,48.0,6
8.9,0.99862,0.22,41.0,6
10.1,0.99773,0.26,23.0,5
10.1,0.99773,0.26,23.0,5
11.0,0.9928,0.2,22.0,6
11.0,0.9928,0.2,22.0,6
11.0,0.9928,0.2,22.0,6
11.0,0.9928,0.2,22.0,6
10.0,0.99288,0.28,28.0,5
10.5,0.99202,0.2,25.0,6
9.7,0.99606,0.26,28.0,6
10.1,0.99773,0.26,23.0,5
9.4,0.99922,0.21,68.0,5
11.2,0.99296,0.22,20.0,6
9.4,0.99922,0.21,68.0,5
10.8,0.99468,0.22,22.0,5
9.4,0.99922,0.21,68.0,5
11.2,0.99296,0.22,20.0,6
11.0,0.99388,0.2,31.0,6
12.4,0.99315,0.26,13.0,6
9.4,0.99478,0.28,60.0,6
9.4,0.99478,0.29,62.0,5
9.5,0.99692,0.34,22.0,5
10.0,0.99616,0.39,25.0,6
12.5,0.9902,0.26,33.0,6
10.9,0.9921,0.24,24.0,6
10.5,0.99462,0.25,21.0,6
10.8,0.99476,0.24,51.0,6
11.0,0.99178,0.22,36.0,7
11.8,0.99081,0.26,16.0,6
12.6,0.99198,0.34,16.0,6
10.2,0.99545,225.0,59.0,6
12.0,0.98997,0.23,33.0,5
12.5,0.9902,0.26,33.0,6
11.5,0.99089,0.27,19.0,6
11.94,0.99172,0.41,23.0,7
12.8933333333333,0.9901,0.41,33.0,7
9.4,0.99681,585.0,17.0,5
12.2,0.9893,0.34,58.0,7
11.94,0.99172,0.41,23.0,7
12.8933333333333,0.9901,0.41,33.0,7
9.5,0.99527,0.26,45.0,5
10.6,0.99445,0.28,27.0,6
10.5,0.99198,0.16,47.0,7
11.4666666666667,0.99085,0.27,36.0,6
11.4,0.99033,0.2,45.0,6
9.5,0.99538,0.24,47.0,5
9.2,0.99627,0.38,44.0,5
9.5,0.99538,0.24,47.0,5
10.98,0.99433,0.42,28.0,5
9.4,0.9954,0.23,47.0,5
9.5,0.99538,0.24,47.0,5
9.2,0.99627,0.38,44.0,5
8.8,0.99807,0.19,45.0,8
8.8,0.99807,0.19,45.0,8
8.8,0.99807,0.19,45.0,8
8.8,0.99807,0.19,45.0,8
8.8,0.99807,0.19,45.0,8
8.8,0.99807,0.19,45.0,8
8.8,0.99807,0.19,45.0,8
10.4,0.99232,0.24,15.0,8
8.8,0.99807,0.19,45.0,8
10.0333333333333,0.99788,0.27,36.0,6
11.3,0.99108,0.28,39.0,6
10.4,0.99234,0.22,21.0,6
9.2,0.99288,0.27,36.0,6
11.1,0.99195,0.2,21.0,6
9.2,0.99288,0.27,36.0,6
11.3,0.99121,0.23,62.0,7
9.1,0.99839,0.31,61.0,6
9.4,0.99738,0.34,43.0,5
13.2,0.98963,0.36,14.0,6
12.7,0.98946,0.31,34.0,6
10.7,0.99178,0.28,31.0,5
11.4333333333333,0.99136,0.16,34.0,6
11.1,0.99323,0.31,48.0,6
12.7,0.98946,0.31,34.0,6
10.5333333333333,0.99313,0.29,35.0,5
11.6,0.9912,0.28,50.0,6
9.53333333333333,0.99504,0.23,44.0,5
9.8,0.99461,0.34,52.0,6
10.7,0.99178,0.28,31.0,5
12.0,0.99008,0.2,36.0,6
12.8,0.98959,0.24,30.0,6
9.5,0.99663,0.31,32.0,5
10.9333333333333,0.99334,0.29,36.0,6
9.1,0.99561,0.19,63.0,5
12.6,0.98959,0.29,16.0,6
9.5,0.99663,0.31,32.0,5
10.9,0.99418,0.3,29.0,6
10.9333333333333,0.99334,0.29,36.0,6
9.6,0.9937,0.22,16.0,5
9.3,0.99372,0.23,16.0,5
11.3666666666667,0.99157,0.23,23.0,6
12.5,0.98918,0.26,24.0,6
9.5,0.9932,0.35,46.0,5
11.0,0.99235,0.32,40.0,6
9.4,0.99373,0.34,17.0,5
11.3333333333333,0.9914,0.13,32.0,6
8.8,0.99494,315.0,9.0,5
9.4,0.99373,0.34,17.0,5
11.0666666666667,0.99332,0.31,33.0,6
12.2,0.99198,0.3,27.0,6
11.0,0.99142,0.24,31.0,6
11.3333333333333,0.9914,0.13,32.0,6
9.5,0.99542,0.26,51.0,5
9.5,0.99542,0.26,51.0,5
11.0,0.9924,0.27,54.0,6
11.2,0.99112,0.21,34.0,6
9.3,0.99534,0.26,28.0,6
10.8,0.99338,0.28,30.0,4
9.2,0.99804,0.25,39.0,5
9.4,0.99899,0.22,70.0,5
9.2,0.99804,0.25,39.0,5
10.5,0.99724,0.18,53.0,6
10.8,0.99526,0.2,60.0,6
9.4,0.99676,0.24,35.0,5
9.8,0.99699,0.27,55.0,5
9.8,0.99699,0.27,55.0,5
9.8,0.99699,0.27,55.0,5
9.4,0.99676,0.24,35.0,5
9.8,0.99699,0.27,55.0,5
12.1,0.99461,0.38,30.0,6
12.3,0.99116,0.43,40.0,6
9.73333333333333,0.99362,0.22,41.0,5
9.4,0.99512,0.29,48.0,5
9.4,0.99512,0.29,48.0,5
12.8,0.9895,0.29,32.0,7
11.05,0.99043,0.19,18.0,6
9.4,0.99512,0.29,48.0,5
12.8,0.9895,0.29,32.0,7
9.73333333333333,0.99391,0.24,35.0,5
13.1,0.98963,0.3,22.0,7
11.5,0.99335,0.27,26.0,7
13.1,0.98963,0.3,22.0,7
11.5,0.99335,0.27,26.0,7
9.1,0.99824,305.0,26.0,5
9.75,0.99391,0.24,35.0,5
10.5,0.9917,0.22,24.0,6
8.8,0.99906,0.22,37.0,6
8.8,0.99906,0.22,37.0,6
8.8,0.99906,0.22,37.0,6
8.8,0.99906,0.22,37.0,6
